"SYMBOL","annotation","distanceToTSS"
"LMNB1","Promoter (2-3kb)",-2825
"UHRF1","Promoter (1-2kb)",1528
"DPYSL5","Intron (ENST00000450961.5/56896, intron 2 of 3)",-15518
"CLDN11","Exon (ENST00000468232.1/ENST00000468232.1, exon 1 of 4)",-8178
"ALOX12B","Promoter (<=1kb)",0
"MMP9","Intron (ENST00000372330.3/4318, intron 6 of 12)",3056
"ENTPD1","Promoter (2-3kb)",-2350
"LORICRIN","Distal Intergenic",18315
"ZNF469","Intron (ENST00000565624.3/84627, intron 1 of 2)",23883
"SPR","Distal Intergenic",5425
"EGFLAM","Promoter (1-2kb)",1258
"KIF26B","Intron (ENST00000407071.7/55083, intron 4 of 14)",5325
"IL16","Intron (ENST00000560241.5/3603, intron 2 of 12)",-21592
"MMRN2","5' UTR",44561
"KCNQ5","Intron (ENST00000649228.1/112267960, intron 2 of 2)",-5145
"IGFBP4","Promoter (<=1kb)",347
"DEPDC1","Distal Intergenic",11566
"MSRB3","Intron (ENST00000355192.8/253827, intron 1 of 5)",8758
"CBX7","Promoter (<=1kb)",-468
"ARHGAP6","Intron (ENST00000495242.5/395, intron 1 of 14)",-103628
"QPRT","Exon (ENST00000772429.1/ENST00000772429.1, exon 2 of 2)",31229
"PTGIS","Intron (ENST00000244043.5/5740, intron 5 of 9)",30786
"DLC1","Promoter (<=1kb)",0
"VAV3","Distal Intergenic",143844
"TSHZ2","Intron (ENST00000371497.10/128553, intron 1 of 2)",-60753
"HMCN2","Intron (ENST00000683500.2/256158, intron 25 of 97)",36007
"TCAM1P","Promoter (<=1kb)",19
"ABR","Promoter (1-2kb)",1785
"SH3PXD2A","Intron (ENST00000698239.1/79991, intron 11 of 11)",-3746
"SH3BGRL2","Intron (ENST00000718098.1/83699, intron 2 of 4)",41430
"MAOA","Distal Intergenic",-96825
"ESCO2","Intron (ENST00000356537.9/55246, intron 2 of 8)",-7872
"GLI3","Intron (ENST00000677288.1/2737, intron 9 of 13)",-36844
"COL22A1","Distal Intergenic",-299432
"MLXIPL","Intron (ENST00000345114.9/51085, intron 2 of 15)",-5904
"SVEP1","Exon (ENST00000374469.6/79987, exon 36 of 48)",-48274
"DGAT2L6","Intron (ENST00000333026.4/347516, intron 1 of 6)",19891
"SYNPO2","3' UTR",14806
"SVIL","Exon (ENST00000684815.2/102724316, exon 3 of 3)",-4615
"MAMDC2","Distal Intergenic",-71691
"CENPF","Distal Intergenic",-17791
"EPCAM","Promoter (<=1kb)",116
"GABBR2","Intron (ENST00000259455.4/9568, intron 3 of 18)",15041
"QPRT","Intron (ENST00000449759.2/23475, intron 2 of 4)",12906
"PDGFRA","Intron (ENST00000507166.5/5156, intron 12 of 23)",3082
"ARHGAP6","Intron (ENST00000380736.5/395, intron 1 of 12)",46052
"ADCY4","Promoter (<=1kb)",94
"ABCA9","Intron (ENST00000630625.1/104355297, intron 1 of 1)",16816
"LINC01348","Exon (ENST00000723716.1/731656, exon 3 of 3)",11290
"HPSE2","Intron (ENST00000404542.5/60495, intron 3 of 8)",79356
"ITGA7","Promoter (1-2kb)",1615
"SPN","Intron (ENST00000809314.1/ENST00000809314.1, intron 1 of 3)",-21186
"CENPN","Promoter (1-2kb)",-1689
"LOC101927344","Promoter (<=1kb)",0
"PKHD1L1","Exon (ENST00000378402.10/93035, exon 41 of 78)",-29387
"TACR2","Promoter (<=1kb)",471
"BAMBI","Promoter (<=1kb)",-151
"TEAD4","Exon (ENST00000513358.3/ENST00000513358.3, exon 1 of 1)",30644
"MMP9","Exon (ENST00000372330.3/4318, exon 11 of 13)",5315
"PER1","Promoter (2-3kb)",-2387
"NKX2-5","Distal Intergenic",30696
"MSRB3","Promoter (1-2kb)",1539
"ASRGL1","Intron (ENST00000415229.6/80150, intron 4 of 6)",-10532
"IRAK1","Promoter (<=1kb)",396
"CAST","Promoter (<=1kb)",471
"COL22A1","Intron (ENST00000341807.8/169044, intron 7 of 38)",23106
"TMPO","Exon (ENST00000266732.8/7112, exon 4 of 4)",4946
"IGSF9B","Intron (ENST00000533871.8/22997, intron 12 of 19)",10258
"SORBS1","Intron (ENST00000371227.8/10580, intron 2 of 31)",-4843
"LOC124904701","Promoter (<=1kb)",-189
"GSTM5","Intron (ENST00000429410.2/124904258, intron 1 of 1)",4002
"MYOCD","Promoter (1-2kb)",-1779
"SLITRK3","Distal Intergenic",10409
"CDHR1","Promoter (<=1kb)",-203
"E2F3","Promoter (1-2kb)",-1166
"MAP1A","Promoter (2-3kb)",-2866
"TNS4","Promoter (2-3kb)",2283
"GAS7","Promoter (<=1kb)",-58
"SYNE1","Promoter (<=1kb)",-209
"TPPP3","Promoter (<=1kb)",0
"STARD13","Intron (ENST00000628131.2/100874241, intron 2 of 5)",-22668
"ELOVL3","Exon (ENST00000370002.8/5309, exon 2 of 4)",5587
"JAKMIP1","Intron (ENST00000531445.3/389197, intron 1 of 33)",15653
"LINC02884","Promoter (1-2kb)",1432
"TACC3","Promoter (<=1kb)",-818
"GTSE1","Promoter (1-2kb)",-1523
"CEACAM6","Intron (ENST00000435837.2/1048, intron 1 of 1)",-4105
"ANK2","Distal Intergenic",21483
"SH3BGRL2","Intron (ENST00000718097.1/83699, intron 2 of 2)",7516
"ACVRL1","Distal Intergenic",11188
"COL21A1","Intron (ENST00000370819.5/81578, intron 1 of 28)",-67236
"KCNQ5","Promoter (2-3kb)",2513
"IGFN1","Promoter (1-2kb)",1492
"DNAJC22","Promoter (<=1kb)",-175
"TFPI","Distal Intergenic",-15778
"IGFBP4","Intron (ENST00000269593.5/3487, intron 1 of 3)",6871
"TEAD4","Intron (ENST00000358409.7/7004, intron 9 of 11)",23228
"THSD4","Intron (ENST00000355327.7/79875, intron 7 of 17)",-98380
"MAP3K21","Intron (ENST00000366624.8/84451, intron 5 of 9)",-10880
"SGSM1","Promoter (2-3kb)",-2889
"SVIL","Intron (ENST00000430295.6/102724316, intron 2 of 3)",32385
"FXYD1","Promoter (<=1kb)",563
"COL22A1","Distal Intergenic",-109204
"DPH6","3' UTR",22696
"EXO1","Promoter (<=1kb)",-59
"GAREM1","Intron (ENST00000583696.1/64762, intron 1 of 2)",15168
"ARMCX4","Promoter (2-3kb)",-2535
"PLN","Promoter (2-3kb)",2916
"GFPT1","Intron (ENST00000357308.9/2673, intron 1 of 19)",11121
"SYNE1","Intron (ENST00000423061.6/23345, intron 74 of 145)",-4506
"TPT1-AS1","3' UTR",5062
"TONSL","Distal Intergenic",-4062
"TNS1","Promoter (<=1kb)",-962
"IGFBP4","Intron (ENST00000828129.1/ENST00000828129.1, intron 1 of 1)",-9546
"PKD1L2","Intron (ENST00000525539.5/114780, intron 5 of 42)",-6393
"PIK3R1","Intron (ENST00000517412.2/5295, intron 2 of 2)",12892
"ALOX12B","Intron (ENST00000808803.1/ENST00000808803.1, intron 1 of 1)",13828
"UCP2","Distal Intergenic",-6450
"LINC01348","Distal Intergenic",-23267
"ABCA10","Promoter (2-3kb)",-2087
"NRN1","Distal Intergenic",-49986
"ADAMTSL5","Distal Intergenic",3728
"GLDN","Intron (ENST00000335449.11/342035, intron 9 of 9)",24642
"SNTB1","Intron (ENST00000517739.1/ENST00000517739.1, intron 1 of 3)",-138049
"NTRK2","Intron (ENST00000686332.1/4915, intron 16 of 16)",3838
"ACACB","Promoter (<=1kb)",777
"ARRDC3","Exon (ENST00000625713.2/100129716, exon 3 of 3)",-36427
"COL22A1","Intron (ENST00000846019.1/ENST00000846019.1, intron 1 of 2)",-22254
"ALOX12B","Promoter (<=1kb)",437
"ITGA8","Intron (ENST00000378076.4/8516, intron 2 of 29)",3834
"POU3F1","Intron (ENST00000792370.1/105378653, intron 1 of 1)",6058
"PSRC1","Promoter (<=1kb)",-248
"MEIS2","Distal Intergenic",-33435
"TONSL","Promoter (<=1kb)",160
"LIMD2","Promoter (1-2kb)",1022
"C1QTNF7","Intron (ENST00000397700.6/114905, intron 2 of 3)",21793
"NUP210","Distal Intergenic",12124
"ALDH1A2","Exon (ENST00000805059.1/ENST00000805059.1, exon 1 of 2)",66085
"TP53AIP1","Distal Intergenic",-13133
"HJURP","Distal Intergenic",-3394
"GLDN","Intron (ENST00000335449.11/342035, intron 9 of 9)",26055
"LDB3","Promoter (1-2kb)",1840
"C14orf132","Distal Intergenic",-44773
"CDHR1","Promoter (1-2kb)",1567
"JAM2","Promoter (2-3kb)",-2637
"KIF14","Intron (ENST00000614960.4/9928, intron 26 of 28)",59629
"FAT3","Promoter (<=1kb)",-302
"DUSP9","Promoter (2-3kb)",2554
"ACSBG1","Promoter (2-3kb)",-2669
"CYRIB","Promoter (<=1kb)",0
"LINC01940","Distal Intergenic",-44341
"TACC1","Intron (ENST00000519416.5/6867, intron 1 of 12)",11120
"JPT1","Intron (ENST00000420826.7/6613, intron 3 of 3)",-3577
"ADCY5","Promoter (<=1kb)",-245
"COL14A1","Intron (ENST00000498051.6/7373, intron 2 of 22)",-22534
"IRAG1","Intron (ENST00000424001.5/10335, intron 7 of 18)",9269
"CCNE1","Distal Intergenic",36382
"SPRING1","Intron (ENST00000546835.2/124903027, intron 1 of 1)",22550
"EN1","Distal Intergenic",-34002
"DUOXA1","Intron (ENST00000832928.1/ENST00000832928.1, intron 1 of 1)",3038
"ACVRL1","Downstream (<=300bp)",7810
"PTPN5","Intron (ENST00000836338.1/ENST00000836338.1, intron 1 of 2)",-10045
"PNPLA5","Intron (ENST00000216177.9/150379, intron 7 of 8)",8673
"C1QB","Distal Intergenic",6469
"EHD2","Intron (ENST00000599924.1/ENST00000599924.1, intron 1 of 2)",-13827
"COL8A1","Intron (ENST00000452013.5/1295, intron 2 of 3)",46449
"COL28A1","Distal Intergenic",-5652
"STARD13","Promoter (<=1kb)",3
"PRKG1","Intron (ENST00000401604.8/5592, intron 1 of 17)",20157
"DTL","Intron (ENST00000542077.5/51514, intron 5 of 13)",-9012
"ALDH1A2","Distal Intergenic",103508
"PTPRZ1","Intron (ENST00000651065.1/5803, intron 8 of 30)",-16001
"GLI3","Distal Intergenic",34611
"TCP11L2","Intron (ENST00000552828.5/10970, intron 1 of 2)",-19278
"CPNE7","Intron (ENST00000769348.1/ENST00000769348.1, intron 1 of 3)",3746
"ATOH8","Promoter (<=1kb)",-594
"PTH1R","Exon (ENST00000718454.1/151903, exon 4 of 7)",21006
"DLG5","Intron (ENST00000372391.7/9231, intron 1 of 31)",-18475
"SYNE3","Intron (ENST00000557275.5/161176, intron 10 of 16)",13415
"DNAH11","Intron (ENST00000448246.1/6671, intron 4 of 4)",-35154
"PER2","Promoter (<=1kb)",-609
"TPT1-AS1","Promoter (1-2kb)",1132
"CWH43","3' UTR",3867
"PTGIS","Intron (ENST00000244043.5/5740, intron 5 of 9)",33608
"CACNB2","Intron (ENST00000324631.13/783, intron 2 of 13)",-21568
"ALDH1A2","Intron (ENST00000558231.5/8854, intron 1 of 12)",-11652
"FAM107A","Promoter (2-3kb)",-2621
"TMEM164","Distal Intergenic",-116231
"CLMP","Intron (ENST00000836643.1/ENST00000836643.1, intron 2 of 2)",-13549
"SPR","Distal Intergenic",-27402
"SYNE1","Intron (ENST00000427531.6/2099, intron 6 of 6)",23054
"HJURP","Distal Intergenic",-3013
"MCAM","Promoter (<=1kb)",-190
"FAT3","Distal Intergenic",-87726
"CENPM","Promoter (1-2kb)",-1177
"CEACAM6","Promoter (2-3kb)",-2084
"MYBL2","Exon (ENST00000396863.8/4605, exon 5 of 13)",24968
"CRCT1","Distal Intergenic",18968
"CREB5","Intron (ENST00000396299.6/9586, intron 1 of 9)",-19659
"VAV3","Promoter (1-2kb)",-1006
"ACAN","Intron (ENST00000560601.4/176, intron 1 of 18)",30681
"ADGRD1","Intron (ENST00000261654.10/283383, intron 21 of 24)",10556
"ATF3","Intron (ENST00000366981.8/467, intron 1 of 3)",-12549
"PKD1L2","Exon (ENST00000525539.5/114780, exon 3 of 43)",5330
"ALDH1A2","Distal Intergenic",98354
"PNKD","Promoter (2-3kb)",2245
"ITGA8","Intron (ENST00000378076.4/8516, intron 23 of 29)",18775
"KNL1","Distal Intergenic",-3993
"DCT","Intron (ENST00000377047.9/10082, intron 6 of 8)",105292
"PLPP3","Intron (ENST00000461655.1/8613, intron 2 of 3)",-5463
"CACNB2","Intron (ENST00000324631.13/783, intron 2 of 13)",-45501
"CDCA5","Promoter (<=1kb)",951
"FBXO41","Exon (ENST00000295133.9/150726, exon 10 of 12)",6256
"GBP6","Distal Intergenic",-5519
"FAM107A","Intron (ENST00000649469.1/105377108, intron 3 of 3)",-13113
"MYLK","Intron (ENST00000360772.7/4638, intron 13 of 33)",11949
"CAV1","Promoter (<=1kb)",0
"ALOX12B","Exon (ENST00000808804.1/ENST00000808804.1, exon 1 of 1)",16369
"APOB","Distal Intergenic",80745
"GMIP","Promoter (<=1kb)",-283
"DKK3","Promoter (1-2kb)",1636
"EN1","Distal Intergenic",-17582
"GLI3","Distal Intergenic",36926
"LMOD1","Promoter (1-2kb)",1078
"C1QB","Distal Intergenic",14851
"ALDH1A2","Intron (ENST00000558231.5/8854, intron 1 of 12)",57358
"PLD1","Intron (ENST00000351298.9/5337, intron 24 of 26)",28350
"LOC102724210","Intron (ENST00000662020.1/105377412, intron 5 of 5)",-68290
"PARP1","Promoter (<=1kb)",0
"PAPPA","Distal Intergenic",-3702
"SGSM1","Exon (ENST00000610372.4/129049, exon 5 of 25)",5675
"TSHZ2","Intron (ENST00000371497.10/128553, intron 1 of 2)",31903
"NCCRP1","Distal Intergenic",-9466
"TMEM45A","Distal Intergenic",-29420
"CDC6","Promoter (2-3kb)",2217
"SRD5A3","Promoter (<=1kb)",123
"PAMR1","Intron (ENST00000622144.4/25891, intron 3 of 11)",39650
"CYRIB","Distal Intergenic",26985
"AKAP6","Intron (ENST00000280979.9/9472, intron 4 of 13)",-40613
"KCNG1","Promoter (1-2kb)",-1129
"CTHRC1","Promoter (<=1kb)",889
"MELK","Distal Intergenic",-16771
"CREB5","Distal Intergenic",44880
"ZCCHC12","Distal Intergenic",-16163
"COL22A1","Intron (ENST00000341807.8/169044, intron 12 of 38)",35430
"ADCY5","Promoter (<=1kb)",557
"GRIK5","Intron (ENST00000454993.6/2901, intron 1 of 8)",14419
"RELN","Intron (ENST00000343529.9/5649, intron 30 of 63)",-15051
"EZH2","Intron (ENST00000683292.1/2146, intron 1 of 17)",-9850
"S100A2","Distal Intergenic",-4699
"STAT1","Intron (ENST00000673816.1/6772, intron 9 of 24)",-12745
"PAQR4","Promoter (<=1kb)",-617
"MASP1","Distal Intergenic",-27819
"PER2","Intron (ENST00000254657.8/8864, intron 17 of 22)",6102
"PLD1","Promoter (1-2kb)",-1184
"IL22RA1","Distal Intergenic",-7428
"EPHB6","Promoter (<=1kb)",-709
"FHL1","Intron (ENST00000629039.2/2273, intron 1 of 6)",-3893
"IGF1","Promoter (2-3kb)",-2868
"LMNB1","Promoter (2-3kb)",2965
"TNNT1","Promoter (<=1kb)",396
"KIF14","Promoter (1-2kb)",-1659
"LDB3","Promoter (<=1kb)",-668
"TK1","Promoter (<=1kb)",0
"MTHFD2","Promoter (<=1kb)",470
"ESPL1","Promoter (<=1kb)",0
"ASRGL1","Promoter (2-3kb)",2798
"GMPS","Promoter (<=1kb)",0
"LY6D","Distal Intergenic",3180
"POC1A","Intron (ENST00000296484.7/25886, intron 6 of 10)",9882
"GPLD1","Intron (ENST00000492917.2/2822, intron 3 of 4)",4600
"SORBS1","Intron (ENST00000371227.8/10580, intron 20 of 31)",-7373
"MYOF","Intron (ENST00000745038.1/ENST00000745038.1, intron 1 of 2)",34367
"SVIL","Promoter (<=1kb)",-9
"DAAM2","Intron (ENST00000633794.1/23500, intron 5 of 25)",16837
"ABR","Promoter (2-3kb)",2537
"MAPKBP1","Promoter (1-2kb)",-1436
"CSK","Distal Intergenic",-12972
"VAV3","Intron (ENST00000370056.9/10451, intron 2 of 26)",3157
"COL21A1","Intron (ENST00000370819.5/81578, intron 1 of 28)",34611
"ASRGL1","Promoter (1-2kb)",1538
"LAMA2","Promoter (1-2kb)",-1839
"OSM","Promoter (2-3kb)",2703
"RDH12","Promoter (2-3kb)",2697
"CCNE1","Distal Intergenic",-39998
"TMEM164","Distal Intergenic",-111440
"PARVA","Intron (ENST00000530755.5/55742, intron 1 of 3)",14142
"WLS","Intron (ENST00000420587.5/100289178, intron 6 of 9)",26080
"SPR","Distal Intergenic",6323
"SOSTDC1","Intron (ENST00000401542.3/100506049, intron 5 of 8)",-34411
"TMPO","Distal Intergenic",22299
"PGAP4","Intron (ENST00000374851.1/84302, intron 2 of 3)",3067
"COL14A1","Promoter (1-2kb)",-1352
"RELN","Promoter (1-2kb)",-1206
"SLIT3","Promoter (1-2kb)",-1487
"MYOF","Intron (ENST00000463743.5/26509, intron 2 of 33)",3344
"NCAPH","Distal Intergenic",42966
"TEAD1","Intron (ENST00000527636.7/7003, intron 9 of 12)",14741
"PDLIM4","Promoter (1-2kb)",1861
"MYLK","Intron (ENST00000756472.1/100506826, intron 3 of 3)",4936
"SLIT3","Intron (ENST00000519560.6/6586, intron 32 of 35)",16601
"H2BC11","Distal Intergenic",53653
"CDCA8","Promoter (<=1kb)",0
"KCNQ5","Intron (ENST00000342056.6/56479, intron 12 of 14)",4786
"HMCN2","Distal Intergenic",-22317
"EBF1","Distal Intergenic",12212
"IL2RB","Exon (ENST00000419128.2/ENST00000419128.2, exon 1 of 2)",8261
"WLS","Intron (ENST00000420587.5/100289178, intron 7 of 9)",17739
"LOC102724210","Intron (ENST00000504050.6/102724210, intron 4 of 5)",-48447
"ADAMTSL2","Promoter (<=1kb)",-973
"FAT4","Promoter (1-2kb)",-1227
"NUF2","Distal Intergenic",69824
"PARP1","Distal Intergenic",-16428
"SBK1","Intron (ENST00000671413.3/388228, intron 1 of 3)",24641
"LOC107986925","Intron (ENST00000523627.1/124901908, intron 4 of 4)",8630
"RHPN1","Promoter (<=1kb)",405
"CIDEA","Exon (ENST00000590066.1/ENST00000590066.1, exon 1 of 1)",-7154
"EN1","Distal Intergenic",-35073
"CXCL17","Promoter (2-3kb)",2249
"ADAM33","Promoter (2-3kb)",-2996
"DUOX1","3' UTR",5644
"CFAP65","Promoter (<=1kb)",0
"RYR3","Intron (ENST00000415757.7/6263, intron 41 of 102)",-23185
"CSMD2","Promoter (1-2kb)",1367
"LPCAT1","Intron (ENST00000475622.6/79888, intron 7 of 16)",-12368
"ACACB","Promoter (1-2kb)",1197
"ITGAD","3' UTR",-10498
"B4GALNT3","Promoter (<=1kb)",-444
"TEAD1","Intron (ENST00000527636.7/7003, intron 9 of 12)",9419
"NXNL2","Intron (ENST00000478686.1/158046, intron 1 of 1)",43399
"PDGFRA","Intron (ENST00000507166.5/5156, intron 12 of 23)",-11211
"ACCS","Promoter (<=1kb)",0
"EIF4EBP1","Distal Intergenic",19879
"SIX2","Intron (ENST00000736046.1/ENST00000736046.1, intron 1 of 1)",27579
"POC1A","Intron (ENST00000296484.7/25886, intron 8 of 10)",31002
"ABR","Promoter (<=1kb)",0
"GREB1","Intron (ENST00000381486.7/9687, intron 7 of 32)",-5282
"CBX7","Intron (ENST00000745977.1/ENST00000745977.1, intron 1 of 1)",-18201
"RAPGEFL1","Promoter (<=1kb)",251
"PIK3R1","Promoter (1-2kb)",-1470
"TICRR","Intron (ENST00000559041.1/ENST00000559041.1, intron 1 of 1)",-18548
"DMKN","Promoter (<=1kb)",0
"LOC105378781","Intron (ENST00000835198.1/105378781, intron 2 of 3)",11457
"RFX5","3' UTR",3542
"ECT2","Promoter (<=1kb)",-30
"POLD1","Promoter (<=1kb)",-480
"WLS","Intron (ENST00000420587.5/100289178, intron 6 of 9)",21236
"EN1","Distal Intergenic",-8097
"COL28A1","Intron (ENST00000399429.8/340267, intron 25 of 34)",-4181
"TACC1","Distal Intergenic",-6544
"SCD","Intron (ENST00000429420.1/ENST00000429420.1, intron 2 of 3)",-4587
"CAB39L","Distal Intergenic",49695
"KIF26B","Promoter (1-2kb)",1545
"C5AR1","Distal Intergenic",-5463
"ISG15","Promoter (<=1kb)",765
"RAPGEF3","Intron (ENST00000548498.5/55652, intron 2 of 3)",3618
"IFI6","Promoter (2-3kb)",2770
"CITED2","Exon (ENST00000775572.1/102723690, exon 5 of 5)",4481
"CYRIB","Distal Intergenic",20854
"OLFML2A","Promoter (2-3kb)",-2474
"SH3PXD2A","Intron (ENST00000369774.9/9644, intron 5 of 14)",-19389
"CADM3-AS1","Distal Intergenic",-6300
"DGKG","Promoter (<=1kb)",-4
"GRIK5","Intron (ENST00000454993.6/2901, intron 1 of 8)",7906
"TFPI","Distal Intergenic",-15011
"TRIM46","Promoter (1-2kb)",1952
"PALM","Promoter (<=1kb)",-713
"CCDC194","Promoter (<=1kb)",-853
"DGAT2","Exon (ENST00000716206.1/100506113, exon 3 of 7)",8199
"MCAM","Promoter (2-3kb)",-2126
"PTPN5","Intron (ENST00000358540.7/84867, intron 1 of 14)",15700
"HMCN2","3' UTR",-29342
"SORBS1","Promoter (1-2kb)",1923
"SORBS1","Intron (ENST00000371227.8/10580, intron 17 of 31)",9235
"CARMIL2","Promoter (<=1kb)",-39
"SPART","Promoter (<=1kb)",0
"PDGFRA","Intron (ENST00000507166.5/5156, intron 12 of 23)",4034
"DLG5","Intron (ENST00000475613.6/9231, intron 1 of 21)",-8261
"CITED2","Intron (ENST00000775572.1/102723690, intron 4 of 4)",9563
"PPP1R12B","Exon (ENST00000367267.5/127833, exon 7 of 9)",32713
"GLYATL2","Intron (ENST00000533636.1/219970, intron 1 of 4)",3148
"IRAG1","Promoter (2-3kb)",-2005
"KIF26B","Promoter (1-2kb)",-1743
"SH3PXD2A","Intron (ENST00000369774.9/9644, intron 6 of 14)",7189
"WNT4","Distal Intergenic",23960
"JPH2","Distal Intergenic",-3141
"PKMYT1","Intron (ENST00000717628.1/ENST00000717628.1, intron 2 of 2)",-3260
"SIGLEC8","Distal Intergenic",19307
"SRSF5","Promoter (<=1kb)",131
"DPYSL5","Exon (ENST00000288699.11/56896, exon 11 of 13)",4236
"TACR2","Intron (ENST00000763854.1/ENST00000763854.1, intron 1 of 1)",3391
"COTL1","Distal Intergenic",-4793
"GPR17","Promoter (<=1kb)",0
"LAYN","Distal Intergenic",23676
"SSPN","Distal Intergenic",-24656
"H2BC17","Promoter (2-3kb)",2187
"CIDEA","Intron (ENST00000747584.1/ENST00000747584.1, intron 2 of 3)",-16875
"STARD9","Intron (ENST00000290607.12/57519, intron 7 of 32)",-15077
"KRTDAP","Promoter (<=1kb)",0
"ADAMTSL5","Promoter (<=1kb)",-351
"SH3BGRL2","Intron (ENST00000718097.1/83699, intron 2 of 2)",33204
"STARD9","Intron (ENST00000290607.12/57519, intron 26 of 32)",14894
"LDB3","Intron (ENST00000688001.1/11155, intron 8 of 12)",-7382
"CCDC194","Distal Intergenic",7947
"GAN","Promoter (1-2kb)",1030
"LAG3","Promoter (1-2kb)",1553
"DGKG","Promoter (2-3kb)",2161
"SCN7A","Intron (ENST00000650747.1/107985958, intron 4 of 4)",-45150
"C5AR1","Intron (ENST00000595501.5/728, intron 2 of 3)",-4321
"ESR1","Intron (ENST00000473497.5/2099, intron 1 of 2)",-14514
"INMT","Intron (ENST00000484180.1/11185, intron 1 of 3)",-8468
"VGF","Promoter (<=1kb)",0
"GREB1","Distal Intergenic",-4158
"SPRING1","Downstream (<=300bp)",16652
"ASRGL1","Distal Intergenic",3021
"TMEM158","Promoter (<=1kb)",875
"CADM3-AS1","Promoter (2-3kb)",2824
"ALDH1A2","Promoter (<=1kb)",-477
"DUSP1","Promoter (<=1kb)",339
"NES","Exon (ENST00000441272.2/ENST00000441272.2, exon 2 of 2)",-11679
"PPP1R14A","Promoter (<=1kb)",-46
"PLA2G2D","Distal Intergenic",18349
"ACSBG1","Intron (ENST00000258873.9/23205, intron 2 of 13)",11874
"CAST","Intron (ENST00000718091.1/831, intron 4 of 11)",-7642
"LINC02884","Intron (ENST00000748382.1/105378909, intron 1 of 3)",23232
"CYP4F22","Distal Intergenic",30595
"ACAN","3' UTR",5067
"USP18","Intron (ENST00000699060.2/11274, intron 1 of 9)",-4365
"SH3RF2","Promoter (<=1kb)",-364
"PTPN5","Promoter (1-2kb)",-1312
"DTL","Promoter (1-2kb)",-1091
"SRRM3","Promoter (<=1kb)",0
"IL16","Intron (ENST00000560241.5/3603, intron 4 of 12)",-12775
"EHD2","Intron (ENST00000599924.1/ENST00000599924.1, intron 1 of 2)",-5852
"SDS","Promoter (<=1kb)",687
"IGFBP4","Promoter (2-3kb)",-2198
"PTPN5","Exon (ENST00000657264.1/ENST00000657264.1, exon 2 of 2)",-20020
"USB1","3' UTR",-4492
"PACSIN1","5' UTR",12342
"CYP4F22","Distal Intergenic",31132
"CLEC3B","Intron (ENST00000461361.5/23016, intron 3 of 8)",-8685
"TCAM1P","Promoter (<=1kb)",0
"TACC3","Distal Intergenic",4305
"MAGI2","Intron (ENST00000354212.9/9863, intron 21 of 21)",-5270
"NUDT8","Promoter (<=1kb)",426
"MASP1","Distal Intergenic",-26922
"SRD5A3","Distal Intergenic",-24217
"IGFN1","Distal Intergenic",-5629
"CCDC194","Promoter (2-3kb)",2869
"SPR","Promoter (<=1kb)",491
"PLD1","Distal Intergenic",76052
"PLAC9","Promoter (<=1kb)",-44
"MAP3K21","Exon (ENST00000764239.1/ENST00000764239.1, exon 2 of 2)",19182
"TNS1","Distal Intergenic",20823
"KMO","Promoter (<=1kb)",-550
"CSMD2","Intron (ENST00000373381.9/114784, intron 40 of 70)",-10509
"NUDT8","Promoter (<=1kb)",-747
"EVA1C","Intron (ENST00000673740.1/110091775, intron 8 of 8)",-8613
"CHP2","Distal Intergenic",-19553
"TNS1","Distal Intergenic",24573
"RFX2","Promoter (<=1kb)",657
"ELOVL3","Downstream (<=300bp)",3550
"ALDH1A2","Intron (ENST00000558772.5/366, intron 5 of 5)",-43807
"NPR1","Promoter (<=1kb)",-732
"LGI4","Promoter (<=1kb)",-283
"PTH1R","Promoter (2-3kb)",2569
"COL22A1","Intron (ENST00000303045.11/169044, intron 16 of 64)",11677
"UBE2S","Distal Intergenic",-10469
"MCM10","Promoter (<=1kb)",-101
"RFX2","Promoter (<=1kb)",159
"TENM2","Intron (ENST00000518659.6/57451, intron 25 of 30)",-6192
"TACC3","Promoter (1-2kb)",-1074
"DPH6","Intron (ENST00000256538.9/89978, intron 5 of 8)",9884
"ITGA8","Distal Intergenic",-5909
"STIL","Exon (ENST00000360380.7/6491, exon 16 of 18)",18545
"LOC105378781","Intron (ENST00000835198.1/105378781, intron 2 of 3)",5601
"SPC24","Intron (ENST00000585567.5/147841, intron 4 of 5)",17792
"CES3","Promoter (<=1kb)",0
"SCN4B","Promoter (<=1kb)",0
"PHYHIP","Distal Intergenic",-5264
"MYOC","Promoter (2-3kb)",-2906
"CXCL12","Promoter (<=1kb)",-149
"ALDH1A2","Intron (ENST00000558231.5/8854, intron 1 of 12)",51258
"USP2","Promoter (1-2kb)",1918
"PIF1","Distal Intergenic",8641
"RHPN1","3' UTR",4339
"CXCL17","Intron (ENST00000685574.3/100996307, intron 1 of 3)",4176
"DLG5","Intron (ENST00000475613.6/9231, intron 1 of 21)",-17289
"EHD2","Promoter (<=1kb)",-20
"CHIT1","Promoter (1-2kb)",1541
"EXO1","Distal Intergenic",11112
"GSDMA","Intron (ENST00000635792.1/284110, intron 1 of 11)",-3788
"MLXIPL","Promoter (<=1kb)",0
"NKX3-2","Promoter (1-2kb)",-1183
"AHNAK2","Promoter (1-2kb)",1987
"SLC2A4","Promoter (<=1kb)",-884
"TINAGL1","Distal Intergenic",8932
"P3H4","Distal Intergenic",4996
"CLIC6","Intron (ENST00000349499.3/54102, intron 1 of 5)",23936
