"seqnames","start","end","annotation","distanceToTSS","SYMBOL","GENENAME"
"chr4",72326856,72326919,"Intron (ENST00000503918.1/ENST00000503918.1, intron 1 of 1)",-14601,"ADAMTS3","ADAM metallopeptidase with thrombospondin type 1 motif 3"
"chr9",136646010,136646142,"Promoter (<=1kb)",-447,"LOC102724193","uncharacterized LOC102724193"
"chr5",178417434,178417552,"Intron (ENST00000679896.1/91522, intron 2 of 27)",51596,"LOC105377757","uncharacterized LOC105377757"
"chr3",157135801,157135911,"Intron (ENST00000781926.1/101928236, intron 2 of 5)",-7206,"LINC00880","long intergenic non-protein coding RNA 880"
"chr16",4402743,4402935,"Intron (ENST00000572467.5/100529144, intron 6 of 30)",4642,"CORO7-PAM16","CORO7-PAM16 readthrough"
"chr2",72892833,72892903,"Distal Intergenic",5425,"SPR","sepiapterin reductase"
"chrX",149881242,149881481,"Promoter (<=1kb)",21,"MAGEA8","MAGE family member A8"
"chr2",175111241,175111340,"Intron (ENST00000345739.9/1386, intron 9 of 12)",-17987,"ATF2","activating transcription factor 2"
"chr1",109191380,109191619,"Promoter (<=1kb)",8,"ELAPOR1","endosome-lysosome associated apoptosis and autophagy regulator 1"
"chr10",17872827,17872915,"Intron (ENST00000569591.3/4360, intron 15 of 29)",27720,"MIR511","microRNA 511"
"chr5",56314719,56314830,"Exon (ENST00000504349.1/ENST00000504349.1, exon 2 of 2)",18283,"LOC105378977","uncharacterized LOC105378977"
"chr19",12202426,12202527,"Exon (ENST00000451691.2/100289333, exon 2 of 3)",7338,"LOC100289333","uncharacterized LOC100289333"
"chr12",68158576,68158704,"Promoter (1-2kb)",1036,"IFNG","interferon gamma"
"chr8",120605798,120605899,"Intron (ENST00000395601.7/6641, intron 4 of 7)",87095,"MTBP","MDM2 binding protein"
"chr4",169619571,169619661,"Promoter (<=1kb)",-868,"CLCN3","chloride voltage-gated channel 3"
"chr12",56118179,56118304,"Promoter (<=1kb)",0,"ESYT1","extended synaptotagmin 1"
"chr14",74111722,74111837,"Intron (ENST00000554938.2/91750, intron 4 of 4)",26217,"LIN52","lin-52 DREAM MuvB core complex component"
"chr7",40232662,40232767,"Intron (ENST00000401647.7/79783, intron 6 of 12)",-41744,"SUGCT","succinyl-CoA:glutarate-CoA transferase"
"chr22",41597414,41597530,"Distal Intergenic",4993,"DESI1","desumoylating isopeptidase 1"
"chr6",90497549,90497653,"Distal Intergenic",39565,"MAP3K7","mitogen-activated protein kinase kinase kinase 7"
"chr15",73284239,73284298,"Intron (ENST00000339362.9/4756, intron 24 of 29)",-4776,"NEO1","neogenin 1"
"chr13",32639647,32639728,"Intron (ENST00000315596.15/23047, intron 1 of 34)",-52852,"PDS5B-DT","PDS5B divergent transcript"
"chr11",58577082,58577321,"Promoter (<=1kb)",845,"LPXN","leupaxin"
"chr16",48231955,48232069,"Promoter (<=1kb)",202,"ABCC11","ATP binding cassette subfamily C member 11"
"chr18",54119612,54119692,"Distal Intergenic",40421,"MBD2","methyl-CpG binding domain protein 2"
"chr21",37463198,37463279,"Intron (ENST00000646523.1/1859, intron 2 of 11)",-9501,"DYRK1A","dual specificity tyrosine phosphorylation regulated kinase 1A"
"chr3",160486522,160486598,"Promoter (<=1kb)",-749,"TRIM59-IFT80","TRIM59-IFT80 readthrough (NMD candidate)"
"chr16",26645753,26645865,"Distal Intergenic",-47561,"LINC02195","long intergenic non-protein coding RNA 2195"
"chr11",32448361,32448429,"Intron (ENST00000525436.2/51352, intron 1 of 4)",10738,"WT1-AS","WT1 antisense RNA"
"chr3",69013640,69013776,"Promoter (<=1kb)",0,"EOGT","EGF domain specific O-linked N-acetylglucosamine transferase"
"chr12",39318333,39318441,"Promoter (2-3kb)",2385,"LOC101927019","uncharacterized LOC101927019"
"chr5",38404806,38404921,"Promoter (1-2kb)",1258,"EGFLAM","EGF like, fibronectin type III and laminin G domains"
"chr2",205766891,205766958,"Promoter (2-3kb)",2554,"NRP2","neuropilin 2"
"chr16",51982863,51982936,"Intron (ENST00000736031.1/105371259, intron 1 of 1)",11662,"LOC105371259","uncharacterized LOC105371259"
"chr12",40946750,40946867,"Intron (ENST00000551295.7/1272, intron 14 of 23)",38391,"CNTN1","contactin 1"
"chr20",3276823,3276903,"Intron (ENST00000252032.10/25943, intron 29 of 36)",-37264,"SLC4A11","solute carrier family 4 member 11"
"chr19",48309438,48309539,"Intron (ENST00000315396.7/93233, intron 5 of 13)",-6037,"ODAD1","outer dynein arm docking complex subunit 1"
"chr9",70111126,70111234,"Intron (ENST00000377182.5/256691, intron 4 of 13)",-22702,"LOC124902179","uncharacterized LOC124902179"
"chr4",20773536,20773643,"Intron (ENST00000382152.7/80333, intron 3 of 8)",13468,"PACRGL","parkin coregulated like"
"chr10",100303790,100304029,"Intron (ENST00000318222.4/9033, intron 2 of 15)",-17110,"BLOC1S2","biogenesis of lysosomal organelles complex 1 subunit 2"
"chr13",107211126,107211227,"Intron (ENST00000375915.4/728215, intron 1 of 2)",109736,"SNORD31B","small nucleolar RNA, C/D box 31B"
"chr5",141359862,141359942,"Promoter (<=1kb)",-52,"PCDHGB2","protocadherin gamma subfamily B, 2"
"chr1",240004252,240004368,"Distal Intergenic",-3134,"RPS7P5","ribosomal protein S7 pseudogene 5"
"chr20",36384193,36384287,"Intron (ENST00000373913.7/22839, intron 2 of 12)",17044,"DLGAP4","DLG associated protein 4"
"chr22",39012647,39012784,"Promoter (1-2kb)",-1473,"APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C"
"chr22",39316534,39316656,"Promoter (<=1kb)",412,"RPL3","ribosomal protein L3"
"chr6",160160537,160160623,"Intron (ENST00000780336.1/ENST00000780336.1, intron 1 of 1)",4583,"SLC22A1","solute carrier family 22 member 1"
"chr18",477701,477819,"Intron (ENST00000400256.5/81035, intron 2 of 9)",22882,"COLEC12","collectin subfamily member 12"
"chr3",158795124,158795225,"Intron (ENST00000486568.5/64747, intron 1 of 4)",-6701,"MFSD1","major facilitator superfamily domain containing 1"
"chr9",15211572,15211688,"Intron (ENST00000512701.7/158219, intron 4 of 19)",20756,"TTC39B","tetratricopeptide repeat domain 39B"
"chr10",29130211,29130311,"Intron (ENST00000766992.1/107984171, intron 2 of 3)",26917,"LOC107984171","uncharacterized LOC107984171"
"chr21",32096616,32096735,"Promoter (<=1kb)",-333,"LINC00159","long intergenic non-protein coding RNA 159"
"chr9",4988026,4988139,"Promoter (2-3kb)",2754,"JAK2","Janus kinase 2"
"chr19",17448678,17448795,"Promoter (<=1kb)",-10,"TMEM221","transmembrane protein 221"
"chr10",26335197,26335274,"Intron (ENST00000719940.1/ENST00000719940.1, intron 1 of 1)",-103067,"APBB1IP","amyloid beta precursor protein binding family B member 1 interacting protein"
"chr5",38831988,38832117,"Intron (ENST00000662290.1/101929768, intron 1 of 4)",13612,"LINC01265","long intergenic non-protein coding RNA 1265"
"chr2",16553380,16553440,"Intron (ENST00000648675.1/ENST00000648675.1, intron 6 of 6)",8042,"CYRIA","CYFIP related Rac1 interactor A"
"chr5",115309902,115309967,"Intron (ENST00000816003.1/105379129, intron 1 of 3)",12993,"LOC105379129","uncharacterized LOC105379129"
"chr12",120584633,120584748,"Distal Intergenic",-3231,"POP5","POP5 ribonuclease P/MRP subunit"
"chr22",25048838,25048900,"Intron (ENST00000358431.8/85379, intron 5 of 12)",7525,"KIAA1671","KIAA1671"
"chr10",7408618,7408742,"Promoter (<=1kb)",3,"SFMBT2","Scm like with four mbt domains 2"
"chr5",109688715,109688814,"Promoter (<=1kb)",-386,"MAN2A1-DT","MAN2A1 divergent transcript"
"chr1",202189043,202189155,"Promoter (1-2kb)",1178,"PTPRVP","protein tyrosine phosphatase receptor type V, pseudogene"
"chr1",26279606,26279845,"Promoter (<=1kb)",-241,"SH3BGRL3","SH3 domain binding glutamate rich protein like 3"
"chr3",17798162,17798248,"Intron (ENST00000414318.2/9779, intron 1 of 8)",55210,"LOC105376975","uncharacterized LOC105376975"
"chr4",128385743,128385839,"Promoter (2-3kb)",-2629,"LINC02615","long intergenic non-protein coding RNA 2615"
"chr1",245516327,245516386,"Intron (ENST00000407071.7/55083, intron 4 of 14)",5325,"KIF26B","kinesin family member 26B"
"chr19",45178293,45178532,"Promoter (<=1kb)",-56,"TRAPPC6A","trafficking protein particle complex subunit 6A"
"chr17",47664388,47664627,"Intron (ENST00000535458.6/3837, intron 7 of 20)",3506,"KPNB1","karyopherin subunit beta 1"
"chr8",121642406,121642504,"Promoter (<=1kb)",-349,"HAS2-AS1","HAS2 antisense RNA 1"
"chr1",158506439,158506678,"Distal Intergenic",-11552,"LOC107985213","uncharacterized LOC107985213"
"chr5",176959162,176959401,"Intron (ENST00000377227.8/51720, intron 6 of 14)",9488,"UIMC1","ubiquitin interaction motif containing 1"
"chr11",43419507,43419631,"Intron (ENST00000703837.1/55761, intron 16 of 24)",15455,"TTC17","tetratricopeptide repeat domain 17"
"chr12",107134803,107134866,"Distal Intergenic",41180,"LOC124903009","uncharacterized LOC124903009"
"chr2",240061115,240061207,"Distal Intergenic",-7594,"OR6B3","olfactory receptor family 6 subfamily B member 3"
"chr9",129885167,129885272,"Exon (ENST00000688549.3/ENST00000688549.3, exon 1 of 1)",5794,"USP20","ubiquitin specific peptidase 20"
"chr2",226985459,226985524,"Intron (ENST00000341329.7/84236, intron 6 of 6)",-16337,"LOC124900533","small nucleolar RNA SNORA48"
"chr6",28134137,28134207,"Promoter (2-3kb)",2573,"ZSCAN16-AS1","ZSCAN16 antisense RNA 1"
"chr2",31524036,31524117,"3' UTR",56821,"SRD5A2","steroid 5 alpha-reductase 2"
"chr18",51621186,51621425,"Intron (ENST00000635680.1/100287225, intron 6 of 7)",60365,"LINC01630","long intergenic non-protein coding RNA 1630"
"chr4",18075930,18076039,"Distal Intergenic",-54054,"LCORL","ligand dependent nuclear receptor corepressor like"
"chr5",176812955,176813054,"Promoter (2-3kb)",2396,"UNC5A","unc-5 netrin receptor A"
"chr14",71139070,71139309,"Intron (ENST00000840007.1/ENST00000840007.1, intron 1 of 1)",30050,"PCNX1","pecanex 1"
"chr4",121697150,121697285,"Promoter (<=1kb)",-155,"ANXA5","annexin A5"
"chr7",73979279,73979344,"Intron (ENST00000728270.1/ENST00000728270.1, intron 1 of 1)",-48445,"ELN","elastin"
"chr16",17211910,17212032,"Intron (ENST00000261381.7/64131, intron 3 of 11)",46996,"XYLT1","xylosyltransferase 1"
"chr1",24932345,24932469,"Promoter (2-3kb)",-2069,"RUNX3","RUNX family transcription factor 3"
"chr3",99843381,99843492,"Intron (ENST00000463526.1/84319, intron 1 of 3)",7583,"FILIP1L","filamin A interacting protein 1 like"
"chr8",127400793,127400893,"Promoter (<=1kb)",394,"CCAT2","colon cancer associated transcript 2"
"chr8",117329085,117329175,"Distal Intergenic",-22253,"LOC105375716","uncharacterized LOC105375716"
"chr16",1863775,1863835,"Intron (ENST00000730750.1/105371048, intron 1 of 2)",3875,"LINC02124","long intergenic non-protein coding RNA 2124"
"chr8",6928682,6928800,"Promoter (2-3kb)",-2606,"DEFA6","defensin alpha 6"
"chr5",83712125,83712235,"Intron (ENST00000274341.9/1404, intron 1 of 4)",8578,"HAPLN1","hyaluronan and proteoglycan link protein 1"
"chr3",45499659,45499723,"Promoter (<=1kb)",-818,"LARS2","leucyl-tRNA synthetase 2, mitochondrial"
"chr14",60064647,60064713,"3' UTR",-6996,"PCNX4-DT","PCNX4 divergent transcript"
"chr2",238357496,238357617,"Intron (ENST00000391993.7/26146, intron 13 of 14)",10313,"TRAF3IP1","TRAF3 interacting protein 1"
"chr13",76980225,76980346,"Promoter (<=1kb)",0,"LOC105370269","uncharacterized LOC105370269"
"chr18",54127937,54128034,"Distal Intergenic",32079,"MBD2","methyl-CpG binding domain protein 2"
"chr2",231707128,231707201,"Promoter (<=1kb)",233,"PTMA","prothymosin alpha"
"chr15",81257047,81257286,"Intron (ENST00000560241.5/3603, intron 2 of 12)",-21592,"IL16","interleukin 16"
"chr11",112795297,112795433,"Intron (ENST00000524772.1/ENST00000524772.1, intron 1 of 1)",-9808,"LOC124902801","uncharacterized LOC124902801"
"chr3",184145362,184145489,"Exon (ENST00000468748.7/8893, exon 13 of 13)",3254,"EIF2B5","eukaryotic translation initiation factor 2B subunit epsilon"
"chr2",209208281,209208366,"Intron (ENST00000723815.1/ENST00000723815.1, intron 1 of 5)",-215681,"MAP2","microtubule associated protein 2"
"chr5",6577039,6577133,"Distal Intergenic",-5002,"LINC01018","long intergenic non-protein coding RNA 1018"
"chr11",12235666,12235790,"Intron (ENST00000683283.1/9645, intron 15 of 27)",-3670,"MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2"
"chr19",51712814,51712930,"Distal Intergenic",6333,"HAS1","hyaluronan synthase 1"
"chr8",94357221,94357334,"Distal Intergenic",15756,"RAD54B","RAD54 homolog B"
"chr10",89563930,89564169,"Distal Intergenic",-7289,"SLC16A12","solute carrier family 16 member 12"
"chr3",178966703,178966790,"Intron (ENST00000652290.1/124906307, intron 8 of 9)",-17899,"KCNMB2-AS1","KCNMB2 antisense RNA 1"
"chr19",29121825,29122064,"Distal Intergenic",-28777,"LOC124904682","uncharacterized LOC124904682"
"chr2",44952289,44952422,"Intron (ENST00000760330.1/ENST00000760330.1, intron 1 of 1)",-6504,"SIX3-AS1","SIX3 antisense RNA 1"
"chr12",127355215,127355335,"Intron (ENST00000748495.1/ENST00000748495.1, intron 1 of 1)",-3594,"LINC02375","long intergenic non-protein coding RNA 2375"
"chr2",71157604,71157696,"Distal Intergenic",9498,"MPHOSPH10","M-phase phosphoprotein 10"
"chr10",86899771,86900010,"5' UTR",44561,"MMRN2","multimerin 2"
"chr17",16453407,16453466,"Intron (ENST00000584177.5/125144, intron 4 of 4)",-5113,"LRRC75A","leucine rich repeat containing 75A"
"chr20",38472562,38472660,"Promoter (<=1kb)",-156,"RALGAPB","Ral GTPase activating protein non-catalytic subunit beta"
"chr3",118884838,118884966,"Distal Intergenic",45287,"IGSF11","immunoglobulin superfamily member 11"
"chr12",120454049,120454162,"Intron (ENST00000551806.1/283459, intron 3 of 4)",7472,"GATC","glutamyl-tRNA amidotransferase subunit C"
"chr9",107137667,107137906,"Distal Intergenic",-34671,"LOC340512","uncharacterized LOC340512"
"chr5",123545675,123545768,"Promoter (<=1kb)",41,"CSNK1G3","casein kinase 1 gamma 3"
"chr12",27652290,27652389,"Promoter (1-2kb)",-1997,"PPFIBP1","PPFIB scaffold protein 1"
"chr6",42136537,42136667,"Intron (ENST00000696229.1/647024, intron 1 of 5)",5952,"C6orf132","chromosome 6 open reading frame 132"
"chr3",125150591,125150830,"Promoter (<=1kb)",385,"SLC12A8","solute carrier family 12 member 8"
"chr3",99645376,99645615,"Intron (ENST00000463753.5/1295, intron 1 of 2)",-5639,"LOC124909401","uncharacterized LOC124909401"
"chr6",72616553,72616647,"Intron (ENST00000649228.1/112267960, intron 2 of 2)",-5145,"KCNQ5","potassium voltage-gated channel subfamily Q member 5"
"chr9",91659971,91660067,"Intron (ENST00000375715.5/4920, intron 12 of 12)",-23626,"MIR3910-2","microRNA 3910-2"
"chr7",107167728,107167967,"Promoter (<=1kb)",-994,"HBP1","HMG-box transcription factor 1"
"chr17",28347103,28347216,"3' UTR",6697,"TNFAIP1","TNF alpha induced protein 1"
"chr16",3163452,3163575,"Distal Intergenic",-12890,"ZNF213-AS1","ZNF213 antisense RNA 1"
"chr4",133146782,133146890,"Promoter (<=1kb)",-20,"PCDH10-DT","PCDH10 divergent transcript"
"chr11",95849233,95849320,"Intron (ENST00000675896.1/8898, intron 10 of 17)",16326,"MTMR2","myotubularin related protein 2"
"chr5",59673596,59673705,"Intron (ENST00000507116.6/5144, intron 1 of 14)",29998,"MIR582","microRNA 582"
"chr8",86619064,86619303,"Intron (ENST00000681746.1/54714, intron 13 of 18)",38642,"CNGB3","cyclic nucleotide gated channel subunit beta 3"
"chr6",143279550,143279625,"Intron (ENST00000367601.8/51390, intron 4 of 5)",-102689,"LOC107986656","uncharacterized LOC107986656"
"chr5",135187021,135187126,"Intron (ENST00000624272.3/100996485, intron 3 of 5)",16499,"PITX1-AS1","PITX1 antisense RNA 1"
"chr12",65685602,65685841,"Distal Intergenic",-43230,"MSRB3-AS1","MSRB3 antisense RNA 1"
"chr14",74479177,74479284,"Promoter (<=1kb)",920,"MIR4709","microRNA 4709"
"chr17",76839837,76839955,"Intron (ENST00000666866.1/ENST00000666866.1, intron 1 of 2)",-9885,"LINC00868","long intergenic non-protein coding RNA 868"
"chr2",95115463,95115569,"Intron (ENST00000272418.7/64969, intron 2 of 11)",3575,"MRPS5","mitochondrial ribosomal protein S5"
"chr6",56851919,56851980,"Promoter (<=1kb)",0,"DST","dystonin"
"chr3",132029402,132029515,"Intron (ENST00000617767.5/131034, intron 1 of 15)",5499,"CPNE4","copine 4"
"chr8",100259036,100259140,"Promoter (<=1kb)",900,"RNF19A","ring finger protein 19A, RBR E3 ubiquitin protein ligase"
"chr7",38341353,38341532,"Promoter (<=1kb)",0,"TRG-AS1","T cell receptor gamma locus antisense RNA 1"
"chr14",61269713,61269823,"Intron (ENST00000555185.5/5583, intron 1 of 3)",-11130,"PRKCH","protein kinase C eta"
"chr20",46022974,46023135,"Promoter (<=1kb)",-901,"SLC12A5-AS1","SLC12A5 and MMP9 antisense RNA 1"
"chr2",88351076,88351204,"Distal Intergenic",101489,"FOXI3","forkhead box I3"
"chr6",89281929,89282031,"Intron (ENST00000402938.4/2570, intron 2 of 8)",-12576,"GABRR2","gamma-aminobutyric acid type A receptor subunit rho2"
"chr1",2139961,2140020,"Intron (ENST00000378567.8/5590, intron 5 of 17)",-4431,"PRKCZ","protein kinase C zeta"
"chr6",119078841,119078975,"Promoter (<=1kb)",-177,"FAM184A","family with sequence similarity 184 member A"
"chr17",40443797,40443910,"Promoter (<=1kb)",347,"IGFBP4","insulin like growth factor binding protein 4"
"chr3",137946505,137946614,"Distal Intergenic",-52121,"CLDN18","claudin 18"
"chr4",44629428,44629551,"Promoter (<=1kb)",0,"YIPF7","Yip1 domain family member 7"
"chr2",222708405,222708491,"Intron (ENST00000446656.4/116255, intron 5 of 5)",36747,"MOGAT1","monoacylglycerol O-acyltransferase 1"
"chr10",59906976,59907087,"Promoter (<=1kb)",-420,"CCDC6","coiled-coil domain containing 6"
"chr5",62354170,62354286,"Promoter (<=1kb)",895,"KIF2A","kinesin family member 2A"
"chr1",148371616,148371728,"Intron (ENST00000760719.1/388685, intron 1 of 2)",-8732,"LOC124904396","uncharacterized LOC124904396"
"chr6",38933565,38933682,"Promoter (2-3kb)",-2194,"DNAH8-AS1","DNAH8 antisense RNA 1"
"chr1",68470433,68470672,"Distal Intergenic",11566,"DEPDC1","DEP domain containing 1"
"chr14",93893073,93893194,"Distal Intergenic",15991,"FAM181A-AS1","FAM181A antisense RNA 1"
"chr1",149942377,149942491,"3' UTR",-5498,"MTMR11","myotubularin related protein 11"
"chr20",44966272,44966338,"Promoter (<=1kb)",123,"STK4-DT","STK4 divergent transcript"
"chr11",65225741,65225877,"Promoter (<=1kb)",162,"SLC22A20P","solute carrier family 22 member 20, pseudogene"
"chr13",73708516,73708638,"Intron (ENST00000377669.7/11278, intron 7 of 7)",-46306,"LINC00393","long intergenic non-protein coding RNA 393"
"chrX",24150442,24150576,"Promoter (<=1kb)",588,"ZFX","zinc finger protein X-linked"
"chr12",65313863,65313975,"Intron (ENST00000355192.8/253827, intron 1 of 5)",8758,"MSRB3","methionine sulfoxide reductase B3"
"chr6",24274569,24274808,"Intron (ENST00000378454.8/51473, intron 7 of 9)",-69266,"DCDC2","doublecortin domain containing 2"
"chr12",82527302,82527418,"Distal Intergenic",51003,"METTL25","methyltransferase like 25"
"chr2",195660432,195660536,"Promoter (2-3kb)",2983,"SLC39A10","solute carrier family 39 member 10"
"chr5",147188901,147189140,"Promoter (<=1kb)",-440,"STK32A-AS1","STK32A antisense RNA 1"
"chr4",172892447,172892566,"Intron (ENST00000506823.6/442117, intron 8 of 12)",-203489,"GALNTL6-AS1","GALNTL6 antisense RNA 1"
"chr10",90911685,90911791,"Distal Intergenic",9296,"ANKRD1","ankyrin repeat domain 1"
"chr1",47624636,47624756,"Distal Intergenic",-62969,"LINC01738","long intergenic non-protein coding RNA 1738"
"chr22",35141026,35141153,"Intron (ENST00000798716.1/104310353, intron 3 of 3)",74868,"ISX","intestine specific homeobox"
"chr11",17063533,17063634,"Distal Intergenic",11110,"SNORD14A","small nucleolar RNA, C/D box 14A"
"chr1",83905419,83905543,"Promoter (1-2kb)",1992,"TTLL7","tubulin tyrosine ligase like 7"
"chr10",87860267,87860360,"Promoter (2-3kb)",-2278,"PTEN","phosphatase and tensin homolog"
"chr16",8936608,8936698,"Promoter (<=1kb)",0,"USP7","ubiquitin specific peptidase 7"
"chr8",93991470,93991574,"Intron (ENST00000804453.1/ENST00000804453.1, intron 1 of 1)",-28807,"LOC105375647","uncharacterized LOC105375647"
"chr20",52191729,52191867,"Promoter (<=1kb)",0,"ZFP64","ZFP64 zinc finger protein"
"chr11",18540370,18540468,"Intron (ENST00000396197.8/55293, intron 9 of 11)",-3606,"UEVLD","UEV and lactate/malate dehyrogenase domains"
"chr17",77266938,77267071,"Intron (ENST00000836499.1/105371906, intron 1 of 1)",10297,"LACAT1","lung adenocarcinoma-associated transcript 1"
"chr1",976179,976279,"Promoter (<=1kb)",362,"PERM1","PPARGC1 and ESRR induced regulator, muscle 1"
"chr2",75053710,75053787,"Exon (ENST00000305249.10/6869, exon 3 of 5)",-37025,"MIR5000","microRNA 5000"
"chr6",105424306,105424422,"Intron (ENST00000650898.1/ENST00000650898.1, intron 1 of 1)",21024,"LOC105377921","uncharacterized LOC105377921"
"chr15",51917637,51917728,"Intron (ENST00000560549.5/29766, intron 10 of 11)",-3766,"LOC112268148","uncharacterized LOC112268148"
"chr15",41603978,41604058,"Distal Intergenic",8835,"LOC105370791","uncharacterized LOC105370791"
"chr16",78925218,78925297,"Intron (ENST00000683929.1/51741, intron 9 of 10)",-128821,"LOC112268165","uncharacterized LOC112268165"
"chr2",207627245,207627344,"Promoter (1-2kb)",-1317,"METTL21A","methyltransferase 21A, HSPA lysine"
"chr1",85240485,85240579,"Intron (ENST00000739550.1/105378821, intron 2 of 2)",14894,"LOC105378821","uncharacterized LOC105378821"
"chr19",3210849,3210933,"Distal Intergenic",3383,"NCLN","nicalin"
"chr9",76810504,76810600,"Intron (ENST00000643823.1/50652, intron 5 of 6)",46000,"PCA3","prostate cancer associated 3"
"chr5",148998309,148998417,"3' UTR",8495,"SH3TC2","SH3 domain and tetratricopeptide repeats 2"
"chr2",212686417,212686510,"Intron (ENST00000415387.1/ENST00000415387.1, intron 4 of 4)",-108790,"LINC01878","long intergenic non-protein coding RNA 1878"
"chr1",88608272,88608376,"Intron (ENST00000716092.1/101927891, intron 1 of 4)",-6907,"LOC105378838","uncharacterized LOC105378838"
"chr20",34708635,34708765,"5' UTR",3900,"TP53INP2","tumor protein p53 inducible nuclear protein 2"
"chr3",39707444,39707504,"Distal Intergenic",-95262,"LOC105377039","uncharacterized LOC105377039"
"chr10",104305734,104305814,"Promoter (<=1kb)",-286,"ITPRIP-AS1","ITPRIP antisense RNA 1"
"chr22",39135247,39135358,"Promoter (<=1kb)",-468,"CBX7","chromobox 7"
"chr12",59113875,59113994,"Promoter (<=1kb)",0,"LRIG3-DT","LRIG3 divergent transcript"
"chr1",213564346,213564469,"Intron (ENST00000788967.1/26750, intron 4 of 4)",71883,"RPS6KC1","ribosomal protein S6 kinase C1"
"chr22",27804843,27804964,"Distal Intergenic",-3087,"MN1","MN1 proto-oncogene, transcriptional regulator"
"chr5",122156867,122156929,"Promoter (<=1kb)",-439,"ZNF475","zinc finger protein 475"
"chr20",43983507,43983597,"Intron (ENST00000341197.9/84969, intron 2 of 8)",37802,"TOX2","TOX high mobility group box family member 2"
"chr3",134211955,134212052,"Intron (ENST00000623711.4/6259, intron 2 of 14)",-4430,"RYK","receptor like tyrosine kinase"
"chr5",446898,447022,"Promoter (<=1kb)",749,"EXOC3","exocyst complex component 3"
"chr3",71586697,71586799,"Promoter (2-3kb)",-2719,"FOXP1","forkhead box P1"
"chr12",130281311,130281438,"Distal Intergenic",35947,"LOC107984480","uncharacterized LOC107984480"
"chrX",11531401,11531485,"Intron (ENST00000495242.5/395, intron 1 of 14)",-103628,"ARHGAP6","Rho GTPase activating protein 6"
"chr14",35822004,35822112,"Intron (ENST00000555918.1/ENST00000555918.1, intron 1 of 1)",-4226,"BRMS1L","BRMS1 like transcriptional repressor"
"chr11",46490153,46490217,"Intron (ENST00000314845.7/55626, intron 12 of 18)",3676,"AMBRA1","autophagy and beclin 1 regulator 1"
"chr6",169421137,169421212,"3' UTR",-3753,"LOC124901473","uncharacterized LOC124901473"
"chr4",169566463,169566571,"Intron (ENST00000687054.1/4750, intron 12 of 34)",10674,"NEK1","NIMA related kinase 1"
"chr3",172341623,172341698,"Intron (ENST00000415807.7/64778, intron 17 of 25)",-4197,"FNDC3B","fibronectin type III domain containing 3B"
"chr16",29710411,29710650,"Exon (ENST00000772429.1/ENST00000772429.1, exon 2 of 2)",31229,"QPRT","quinolinate phosphoribosyltransferase"
"chr8",21922067,21922306,"Promoter (<=1kb)",611,"XPO7","exportin 7"
"chr12",4857821,4857913,"Exon (ENST00000658418.2/ENST00000658418.2, exon 2 of 2)",18866,"KCNA6","potassium voltage-gated channel subfamily A member 6"
"chr16",25106610,25106722,"Exon (ENST00000613406.3/ENST00000613406.3, exon 1 of 1)",4817,"LCMT1-AS1","LCMT1 antisense RNA 1"
"chr1",27366539,27366695,"Promoter (<=1kb)",163,"MAP3K6","mitogen-activated protein kinase kinase kinase 6"
"chr19",52527204,52527269,"Promoter (<=1kb)",-383,"ZNF808","zinc finger protein 808"
"chr5",79109998,79110114,"Promoter (1-2kb)",-1695,"BHMT","betaine--homocysteine S-methyltransferase"
"chr12",44931151,44931252,"Distal Intergenic",-9303,"NELL2","neural EGFL like 2"
"chr4",86044131,86044249,"Intron (ENST00000641010.1/5602, intron 11 of 14)",-11553,"MAPK10","mitogen-activated protein kinase 10"
"chr19",9847197,9847314,"Intron (ENST00000247970.9/5300, intron 2 of 3)",8598,"PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
"chr18",70454779,70455018,"Distal Intergenic",-9887,"LOC105376872","uncharacterized LOC105376872"
"chr12",110552428,110552547,"Intron (ENST00000354300.5/160760, intron 1 of 5)",-5659,"PPTC7","protein phosphatase targeting COQ7"
"chr5",157312544,157312654,"Promoter (1-2kb)",1506,"CYFIP2","cytoplasmic FMR1 interacting protein 2"
"chr4",104860682,104860786,"Intron (ENST00000723032.1/124900745, intron 1 of 5)",-32130,"LOC105377351","uncharacterized LOC105377351"
"chrX",153764074,153764192,"Promoter (<=1kb)",-4,"PLXNB3","plexin B3"
"chr22",46563455,46563574,"Distal Intergenic",-12438,"GRAMD4","GRAM domain containing 4"
"chr4",4384996,4385085,"Promoter (<=1kb)",0,"NSG1","neuronal vesicle trafficking associated 1"
"chr14",96852986,96853080,"Promoter (<=1kb)",149,"VRK1","VRK serine/threonine kinase 1"
"chr2",231674943,231675058,"Distal Intergenic",-31837,"PTMA","prothymosin alpha"
"chr16",71440778,71440889,"Promoter (1-2kb)",1165,"TLE7","TLE family member 7"
"chr16",3939203,3939289,"Intron (ENST00000571302.2/ENST00000571302.2, intron 2 of 2)",11155,"TRIDDENT","TRIM28 interacting DNA damage repair enhancing non-coding transcript"
"chr19",45187590,45187829,"Promoter (<=1kb)",202,"BLOC1S3","biogenesis of lysosomal organelles complex 1 subunit 3"
